title,body,image,url
@jocoding,980개의 AI 서비스 중 과연 1등은??🤔|| 2023 AI해커톤 스케치 영상,https://img.youtube.com/vi/DBP6pfRRWnQ/0.jpg,https://www.youtube.com/watch?v=DBP6pfRRWnQ
@jocoding,"AI 뉴스 - 스노우 수익 공개, 엔씨 최강 한국어 모델, 수능 국어 5%, 오픈 AI 첫 인수 등",https://img.youtube.com/vi/xyE5g0FZgyA/0.jpg,https://www.youtube.com/watch?v=xyE5g0FZgyA
@jocoding,"AI 뉴스 - 엔비디아 근황, 미국 vs 중국 AI 전쟁, AI 정치 성향, 딥페이크 합법화, 키보드 해킹, 시뮬레이션 오픈소스 공개 등",https://img.youtube.com/vi/RQEwsrNGOlI/0.jpg,https://www.youtube.com/watch?v=RQEwsrNGOlI
@jocoding,코딩 1년 배우고 전국 학교 뒤흔든 레전드 중학생 개발자 인터뷰,https://img.youtube.com/vi/brYCFFWA_6M/0.jpg,https://www.youtube.com/watch?v=brYCFFWA_6M
@jocoding,"AI 뉴스 - AI 인플루언서 시대, GPT-5 소식, 한국 챗GPT 넘어 1위 달성, 엔비디아 초소형 생성 AI 등",https://img.youtube.com/vi/bxTZkYPq-_o/0.jpg,https://www.youtube.com/watch?v=bxTZkYPq-_o
@jocoding,구글 본사 실무진에게 AI 해자가 없는지 물어보았습니다ㄷㄷ,https://img.youtube.com/vi/7SeNukN_qjI/0.jpg,https://www.youtube.com/watch?v=7SeNukN_qjI
@jocoding,코딩 교육 30년차가 알려주는 진짜 개발자 되는 방법 (ft. 이민석 교수님),https://img.youtube.com/vi/-ae2zvNl978/0.jpg,https://www.youtube.com/watch?v=-ae2zvNl978
@jocoding,최신 파이썬 기초 - 6강 파이썬 날개 달기 | 2023 점프 투 파이썬,https://img.youtube.com/vi/hY-MlUJc01E/0.jpg,https://www.youtube.com/watch?v=hY-MlUJc01E
@jocoding,엄청난 혜택이 있는 데이터안심구역의 모든 것,https://img.youtube.com/vi/1UOglyuqs0U/0.jpg,https://www.youtube.com/watch?v=1UOglyuqs0U
@jocoding,"AI 뉴스 - 현존 최강 SDXL 출시, Gen-2 영상 혁명, 구글 AI 두뇌 로봇 공개, Adobe 신기능 등",https://img.youtube.com/vi/jGBx-Fnysp0/0.jpg,https://www.youtube.com/watch?v=jGBx-Fnysp0
@jocoding,최신 파이썬 기초 - 5강 파이썬의 입출력  | 2023 점프 투 파이썬,https://img.youtube.com/vi/X3aj1akeCU4/0.jpg,https://www.youtube.com/watch?v=X3aj1akeCU4
@jocoding,"AI 뉴스 - 모든 직원 AI인 게임 회사, 애플GPT, LLaMA2, 한국 스타트업 세계 1등, Gen-2 애니메이션 등",https://img.youtube.com/vi/6zvP8NVJZh4/0.jpg,https://www.youtube.com/watch?v=6zvP8NVJZh4
@jocoding,와... AI를 이렇게 활용한다구?🤩 || 인공지능위크 2023 스케치📸,https://img.youtube.com/vi/EIyBOdo5IaQ/0.jpg,https://www.youtube.com/watch?v=EIyBOdo5IaQ
@jocoding,최신 파이썬 기초 - 4강 프로그램의 구조를 쌓는다! 제어문 | 2023 점프 투 파이썬,https://img.youtube.com/vi/Sg33k9IVRr8/0.jpg,https://www.youtube.com/watch?v=Sg33k9IVRr8
@jocoding,용돈 받으며 수업 듣는 메타버스 아카데미 교육생 모집 중,https://img.youtube.com/vi/C9nbUDHkcFg/0.jpg,https://www.youtube.com/watch?v=C9nbUDHkcFg
@jocoding,좋코딩2 비하인드영상 【시즌2】,https://img.youtube.com/vi/qCX6OMbtRuQ/0.jpg,https://www.youtube.com/watch?v=qCX6OMbtRuQ
@jocoding,"AI 뉴스 - 스크린샷 to 앱, AI 여캠, 손 정복한 메타 카멜레온, GPT-4 유출, xAI 등",https://img.youtube.com/vi/UzmmaGdZxQQ/0.jpg,https://www.youtube.com/watch?v=UzmmaGdZxQQ
@jocoding,"최신 파이썬 기초 - 3강 파이썬 프로그래밍의 기초, 자료형 (2) | 2023 점프 투 파이썬",https://img.youtube.com/vi/09KG7YsGuv4/0.jpg,https://www.youtube.com/watch?v=09KG7YsGuv4
@jocoding,좋코딩2 몰아보기 【시즌2】,https://img.youtube.com/vi/TU3-hTh8Mw4/0.jpg,https://www.youtube.com/watch?v=TU3-hTh8Mw4
@jocoding,"AI 뉴스 - 챗GPT 망하나?, 초지능, 개발자 5년내 사라진다, 10억 토큰, 24시 AI TV채널 등",https://img.youtube.com/vi/f3dvVfqZtXs/0.jpg,https://www.youtube.com/watch?v=f3dvVfqZtXs
@jocoding,1인 AI 엔지니어의 시대가 시작되었습니다,https://img.youtube.com/vi/SSeF-JXVWwQ/0.jpg,https://www.youtube.com/watch?v=SSeF-JXVWwQ
